1,12
1,13
1,34
1,46
1,47
1,67
1,68
1,86
1,90
1,92
1,93
1,97
1,101
1,104
1,106
1,108
1,111
1,124
2,17
2,26
2,42
2,52
2,55
2,57
2,64
2,66
2,70
2,71
2,74
2,81
2,94
2,100
2,107
2,113
2,123
2,127
3,11
3,26
3,27
3,35
3,47
3,64
3,66
3,67
3,71
3,77
3,79
3,100
3,113
3,114
3,117
3,119
3,123
3,127
4,5
4,6
4,9
4,14
4,31
4,45
4,72
4,76
4,79
4,85
4,95
4,96
4,97
4,110
4,111
4,116
4,120
4,126
5,4
5,6
5,25
5,28
5,45
5,46
5,48
5,51
5,56
5,66
5,72
5,81
5,90
5,97
5,98
5,106
5,110
5,119
6,4
6,5
6,28
6,37
6,44
6,45
6,57
6,69
6,76
6,84
6,99
6,104
6,106
6,110
6,120
6,124
6,125
6,128
7,9
7,19
7,32
7,35
7,48
7,53
7,69
7,72
7,81
7,86
7,96
7,97
7,102
7,106
7,111
7,120
7,121
7,125
8,10
8,11
8,16
8,32
8,34
8,39
8,47
8,54
8,59
8,66
8,73
8,84
8,92
8,93
8,96
8,104
8,108
8,119
9,4
9,7
9,28
9,31
9,53
9,76
9,81
9,96
9,97
9,102
9,103
9,105
9,106
9,111
9,114
9,118
9,125
9,128
10,8
10,12
10,13
10,14
10,16
10,17
10,18
10,32
10,34
10,44
10,50
10,53
10,60
10,73
10,85
10,109
10,110
10,124
11,3
11,8
11,33
11,40
11,49
11,52
11,54
11,56
11,60
11,61
11,65
11,68
11,75
11,80
11,102
11,103
11,105
11,127
12,1
12,10
12,14
12,15
12,31
12,32
12,34
12,43
12,44
12,59
12,60
12,76
12,90
12,92
12,96
12,104
12,114
12,116
13,1
13,10
13,14
13,16
13,18
13,24
13,34
13,39
13,44
13,59
13,71
13,73
13,75
13,101
13,109
13,116
13,122
13,128
14,4
14,10
14,12
14,13
14,15
14,21
14,32
14,43
14,44
14,57
14,60
14,70
14,83
14,84
14,86
14,104
14,109
14,124
15,12
15,14
15,34
15,39
15,47
15,48
15,62
15,64
15,67
15,72
15,73
15,78
15,84
15,86
15,101
15,108
15,109
15,113
16,8
16,10
16,13
16,18
16,32
16,33
16,34
16,44
16,67
16,68
16,82
16,84
16,87
16,103
16,104
16,108
16,124
16,126
17,2
17,10
17,20
17,25
17,31
17,36
17,46
17,48
17,53
17,55
17,57
17,70
17,72
17,76
17,81
17,96
17,97
17,125
18,10
18,13
18,16
18,21
18,39
18,45
18,59
18,60
18,68
18,69
18,70
18,86
18,90
18,104
18,117
18,123
18,124
18,126
19,7
19,24
19,33
19,35
19,50
19,51
19,54
19,55
19,62
19,68
19,75
19,77
19,82
19,91
19,98
19,103
19,111
19,121
20,17
20,25
20,28
20,29
20,30
20,42
20,45
20,46
20,51
20,57
20,67
20,72
20,74
20,83
20,85
20,96
20,120
20,128
21,14
21,18
21,23
21,34
21,37
21,44
21,51
21,67
21,73
21,90
21,92
21,101
21,104
21,106
21,107
21,108
21,114
21,126
22,26
22,35
22,42
22,55
22,57
22,63
22,66
22,70
22,72
22,73
22,75
22,78
22,87
22,100
22,104
22,107
22,112
22,123
23,21
23,28
23,33
23,40
23,45
23,49
23,50
23,52
23,56
23,58
23,60
23,75
23,82
23,88
23,91
23,97
23,102
23,121
24,13
24,19
24,40
24,42
24,50
24,52
24,54
24,58
24,63
24,68
24,71
24,80
24,82
24,86
24,91
24,98
24,105
24,107
25,5
25,17
25,20
25,30
25,39
25,46
25,63
25,65
25,72
25,81
25,85
25,97
25,106
25,110
25,122
25,124
25,126
25,128
26,2
26,3
26,22
26,27
26,29
26,36
26,43
26,49
26,55
26,57
26,62
26,65
26,66
26,78
26,114
26,116
26,119
26,121
27,3
27,26
27,34
27,39
27,43
27,61
27,63
27,66
27,70
27,77
27,83
27,105
27,106
27,112
27,113
27,114
27,119
27,127
28,5
28,6
28,9
28,20
28,23
28,30
28,36
28,51
28,53
28,72
28,81
28,85
28,97
28,99
28,102
28,110
28,115
28,121
29,20
29,26
29,31
29,33
29,44
29,48
29,61
29,62
29,72
29,76
29,89
29,96
29,99
29,106
29,110
29,120
29,125
29,128
30,20
30,25
30,28
30,35
30,37
30,45
30,48
30,51
30,54
30,72
30,78
30,79
30,85
30,87
30,96
30,97
30,111
30,118
31,4
31,9
31,12
31,17
31,29
31,46
31,48
31,53
31,59
31,76
31,85
31,86
31,106
31,109
31,111
31,116
31,120
31,125
32,7
32,8
32,10
32,12
32,14
